codigo_oc,fecha,mes,organismo,region,rubro,proveedor,monto
853-286-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,3599042
299-75-SE25,2025-06-09,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Los Rios,"Salud, servicios sanitarios y alimentación",DIAGNOCHILE SPA,5800000
4853-41-SE25,2025-06-09,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,2805752
853-124-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,32471487
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
41-38-SE25,2025-06-09,6,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA,Region de la Araucania,"Servicios de transporte, almacenaje y correo",Transportes Monsalve y Compañia Limitada,366980
800-6444-SE25,2025-06-09,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ALCON LABORATORIOS CHILE LTDA,760648
853-286-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,3599042
1110404-587-SE25,2025-06-09,6,SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,Region de Arica y Parinacota,"Servicios profesionales, administrativos y consultorías de gestión empresarial",GRACIELA MUÑOZ TAPIA,19853091
853-124-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,32471487
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
4853-41-SE25,2025-06-09,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,2805752
853-286-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,3599042
5702-332-SE25,2025-06-09,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Arica y Parinacota,Vehículos y equipamiento en general,AMV Mantencion SpA,17175334
4469-360-SE25,2025-06-09,6,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",FARMALATINA LTDA,313100
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
4649-74-SE25,2025-06-09,6,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,251006
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
853-124-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,32471487
14-280-SE25,2025-06-09,6,INSTITUTO NACIONAL DE ESTADISTICAS,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo","JIMENEZ Y GALVEZ, TRANSPORTES Y SERVICIOS LIMITADA",8687000
1028897-690-SE25,2025-06-09,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Muebles, accesorios, electrodomésticos y productos electrónicos",NURY CRISTINA MARQUEZ MACIAS,329400
1354-34-SE25,2025-06-09,6,SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,Region de Antofagasta,"Servicios de transporte, almacenaje y correo",EMPRESA DE CORREOS DE CHILE,86998986
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
931-113-SE25,2025-06-09,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Coquimbo,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",CUARTA PRODUCCIONES SPA,600000
4853-44-SE25,2025-06-09,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,PH SPA,1160934
4469-364-SE25,2025-06-09,6,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",COMERCIALIZADORA COPROCK LIMITADA,4951200
853-295-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,2797410
5525-77-SE25,2025-06-09,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",GASTRONOMIA Y EVENTOS DIAZ LEAL LIMITADA,287600
853-286-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,3599042
4469-365-SE25,2025-06-09,6,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Ropa, maletas y productos de aseo personal",COMERCIAL BEST HIKE LIMITADA,979157
853-286-SE25,2025-06-09,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,3599042
800-6490-SE25,2025-06-09,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,COMERCIALIZADORA TERUMO CHILE LIMITADA,2040000
4853-45-SE25,2025-06-09,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,LOM EDICIONES S.A.,2262562
1111089-283-SE25,2025-06-09,6,Comisión Nacional de Investigación Científica y Tecnológicas - CONICYT,Region Metropolitana de Santiago,Maquinaria para generación y distribución de energía,DYNAMO ELECTRIC SPA,379200
1469-1495-SE25,2025-06-09,6,UNIVERSIDAD DE TALCA,Region del Maule,Equipamiento y suministros médicos,COLDIAB SPA,487910
1028897-691-SE25,2025-06-09,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,675094
5423-228-SE25,2025-06-09,6,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Servicios de construcción y mantenimiento,"CONSTRUCCION, INGENIERIA Y ASESORIAS  SPA",941844
1353712-35-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,LIBERALIA EDICIONES LIMITADA,1397234
845-91-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Tarapaca,"Equipos, accesorios y suministros de oficina",SEIGARD CHILE S.A.,13064037
1028871-1013-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,Productos impresos y publicaciones,PAOLA DE LAS MERCEDES GONZALEZ BECERRA,1528469
1028897-694-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,2623400
1059082-102-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",PANDA WOOD TOYS SPA,337500
5586-1517-SE25,2025-06-10,6,UNIVERSIDAD DE LA FRONTERA,Region de la Araucania,Equipamiento para laboratorios,HANNA INSTRUMENTS EQUIPOS LIMITADA,5695907
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
1338-80-SE25,2025-06-10,6,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA,Region de la Araucania,Servicios de construcción y mantenimiento,INVERSIONES 2EM SPA,6749999
1353712-43-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,SILVERBOOKS SPA,2272500
1353712-46-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EDITORIAL MACARENA ANDREA MORALES FINDEL E.I.R.L.,469500
4469-280-SE25,2025-06-10,6,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Tecnologías de la información, telecomunicaciones y radiodifusión",BERCO SPA,7571710
855-150-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,SERVICIOS DE CONTROL DE PLAGAS ROZAS Y CALVO LIMITADA,1504807
1059082-97-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",JUAN MANUEL AZCORBEBEITIA LIMITADA,3727626
1059082-81-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",IMPORTADORA Y EXPORTADORA ESTADO LIMITADA,1317725
1028897-694-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,2623400
852-219-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de la Araucania,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",Moena y Ramirez SpA,4057000
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
852-220-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de la Araucania,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",INNOVASUPPLY SPA,1388456
845-90-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Tarapaca,Artículos de fabricación y producción,DISTRIBUIDORA NENE SPA,5872912
1353712-37-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,6649243
1090-79-SE25,2025-06-10,6,CORP NACIONAL FORESTAL,Region del Maule,"Tecnologías de la información, telecomunicaciones y radiodifusión",S T M COMPUTACION LIMITADA,5135000
1028897-694-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,2623400
1059082-87-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",JUAN MANUEL AZCORBEBEITIA LIMITADA,4108483
1353712-33-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,CALFUCO SPA,397885
1059082-96-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,Productos de papel,BLUE MIX SPA,2751005
1028897-694-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,2623400
1059082-107-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,Productos de papel,BLUE MIX SPA,2443948
1128-61-SE25,2025-06-10,6,INSTITUTO DE DESARROLLO AGROPECUARIO,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,JAVIER ALBERTO QUELIN CHODIL CONSTRUCCION Y ASESORIAS E I R L,3008500
852-220-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de la Araucania,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",INNOVASUPPLY SPA,1388456
1059082-96-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,Productos de papel,BLUE MIX SPA,2751005
837-238-SE25,2025-06-10,6,SERVICIO MEDICO LEGAL,Region Metropolitana de Santiago,"Servicios de defensa nacional, orden público y seguridad",S&M GROUP SPA,47520000
853-301-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,594804
1338-80-SE25,2025-06-10,6,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA,Region de la Araucania,Servicios de construcción y mantenimiento,INVERSIONES 2EM SPA,6749999
4881-65-SE25,2025-06-10,6,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region de Atacama,"Servicios profesionales, administrativos y consultorías de gestión empresarial",INOCENTES CULPABLES SPA,15000000
853-297-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,4284803
1028897-694-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,2623400
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
855-150-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,SERVICIOS DE CONTROL DE PLAGAS ROZAS Y CALVO LIMITADA,1504807
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
853-297-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,4284803
1051765-554-SE25,2025-06-10,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Nuble,"Equipos, accesorios y suministros de oficina",ALVARO JOSE DEL CAMPO SAEZ,683600
1965-345-SE25,2025-06-10,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Magallanes y de la Antartica,Vehículos y equipamiento en general,PEDRO FRANCISCO MIMIZA URBINA,633000
1059082-107-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",BLUE MIX SPA,2443948
853-297-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,4284803
853-297-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,4284803
845-92-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Tarapaca,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",DISTRIBUIDORA NENE SPA,1549533
1353712-37-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,6649243
855-155-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,SERVICIOS DE CONTROL DE PLAGAS ROZAS Y CALVO LIMITADA,246453
845-91-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Tarapaca,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",SEIGARD CHILE S.A.,13064037
1353712-37-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,6649243
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
1353712-40-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EDITORIAL CONTRAPUNTO LTDA,2574105
1198-175-SE25,2025-06-10,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Valparaiso,Servicios de construcción y mantenimiento,WALDO ENRIQUE ORELLANA PACHECO,1265000
1353712-43-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,SILVERBOOKS SPA,2272500
1353712-37-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,EMPRESA EDITORA ZIG ZAG S A,6649243
3617-144-SE25,2025-06-10,6,CORP NACIONAL FORESTAL,Region de Magallanes y de la Antartica,"Servicios de transporte, almacenaje y correo",DOMINGO RAMON ARRIAGADA SEPULVEDA,2735546
1059082-107-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",BLUE MIX SPA,2443948
1059082-87-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",JUAN MANUEL AZCORBEBEITIA LIMITADA,4108483
1353712-41-SE25,2025-06-10,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,La Candelaria Spa,8599225
542429-35-SE25,2025-06-10,6,UNIDAD ADMINISTRADORA DE LOS TRIBUNALES TRIBUTARIOS Y ADUANEROS,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,ENAUTA SPA,1100000
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
5358-86-SE25,2025-06-10,6,UNIVERSIDAD DE TARAPACA,Region de Tarapaca,Servicios de construcción y mantenimiento,EMPRESA CONSTRUCTORA TARAPACA S A,126296581
752-30-SE25,2025-06-10,6,GOBIERNO REGIONAL DECIMA REGION LOS LAGOS,Region de los Lagos,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",AGUAS CONSULTORES SPA,160500000
1059082-82-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",IMPORTADORA Y DISTRIBUIDORA AUKINKO LTDA,4566926
1059082-87-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Nuble,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",JUAN MANUEL AZCORBEBEITIA LIMITADA,4108483
853-300-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,1262893
1028897-676-SE25,2025-06-10,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",NURY CRISTINA MARQUEZ MACIAS,636573
932-63-SE25,2025-06-10,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region del Libertador General Bernardo OHiggins,"Equipos, suministros y accesorios deportivos y recreativos",COMERCIALIZADORA CSA LIMITADA,5116194
5702-410-SE25,2025-06-10,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Arica y Parinacota,"Maquinarias, equipos y suministros para la industria de servicios",COMERCIAL MAQUINAS Y SERVICIOS MAQUISER LIMITADA,3497000
853-297-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,4284803
853-301-SE25,2025-06-10,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Equipos y suministros de limpieza,IMPORTADORA HEVIA SPA,594804
1028897-710-SE25,2025-06-11,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",HUMBERTO SAEZ MUNOZ,297973
1953-1126-SE25,2025-06-11,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Maquinaria para minería y perforación,COMERCIAL NEUMAVAL LIMITADA,20416026
553953-16-SE25,2025-06-11,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region Metropolitana de Santiago,"Servicios financieros, pensiones y seguros",COMPANIA DE SEGUROS DE VIDA CAMARA S.A.,37429750
5212-75-SE25,2025-06-11,6,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de defensa nacional, orden público y seguridad",EMPRESA DE SEGURIDAD CARLOS GALVEZ FIDELIS EIRL,451000
1353712-38-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,DIAGONAL LIBROS LIMITADA,11991103
853-284-SE25,2025-06-11,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Productos de papel,PROVEEDORES INTEGRALES PRISA S A,1264840
1353712-38-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,DIAGONAL LIBROS LIMITADA,11991103
5520-4960-SE25,2025-06-11,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,453800
856-423-SE25,2025-06-11,6,JUNTA NACIONAL DE JARDINES         INFANTILES,Region Metropolitana de Santiago,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",JUAN MANUEL AZCORBEBEITIA LIMITADA,973600
800-6556-SE25,2025-06-11,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento para laboratorios,Ortho Clinical Diagnostics Chile SpA,4179000
901-210-SE25,2025-06-11,6,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",MARISOL FLORES RIVERA,840830
5520-4941-SE25,2025-06-11,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Herramientas y maquinaria en general,ARQUITECTURA E INGENIERIA LARA Y BUVINIC SPA,855240
4449-52-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,CANOPUS EDITORIAL DIGITAL SPA,1676362
548856-66-SE25,2025-06-11,6,INSTITUTO DE PREVISION SOCIAL,Region de Valparaiso,"Equipos y suministros de defensa, orden público, protección y seguridad",GUARD SERVICE TECNOLOGIAS S A,937795
5520-4949-SE25,2025-06-11,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de producción y fabricación industrial,RICARDO HUARACAN LLANCAFIL,250000
1196-119-SE25,2025-06-11,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Tarapaca,"Equipos, suministros y accesorios deportivos y recreativos",GRUPO SPORT TRADE SASUA SPA,4464420
1618-153-SE25,2025-06-11,6,DIRECCION DE PRESUPUESTOS MINISTERIO DE,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",ASTRAL TRANSPORTE PRIVADO DE PERSONAS S A,447310
1110404-617-SE25,2025-06-11,6,SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,Region de Arica y Parinacota,Muebles y mobiliario,CONSTRUCTORA WILSON COTRADO LAURA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,8229405
1618-152-SE25,2025-06-11,6,DIRECCION DE PRESUPUESTOS MINISTERIO DE,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",ASTRAL TRANSPORTE PRIVADO DE PERSONAS S A,473840
1774-91-SE25,2025-06-11,6,SERVICIO NACIONAL DE ADUANAS,Region de Arica y Parinacota,"Servicios de transporte, almacenaje y correo",ARICA SERVICE LIMITADA,200752
1062018-103-SE25,2025-06-11,6,DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ,Region Metropolitana de Santiago,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",SIMPLE SOLUCIONES SPA,6683400
1028897-709-SE25,2025-06-11,6,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Alimentos, bebidas y tabaco",HUMBERTO SAEZ MUNOZ,2322022
1353712-38-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,DIAGONAL LIBROS LIMITADA,11991103
5740-205-SE25,2025-06-11,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Los Rios,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",JC BANQUETERÍA SPA,5126534
4728-321-SE25,2025-06-11,6,SUBSECRETARIA DE PESCA Y ACUICULTURA,Region de Valparaiso,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",UNIVERSIDAD NACIONAL ANDRES BELLO,11997560
1725-4931-SE25,2025-06-11,6,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region de Valparaiso,Servicios de cuidado personal y domésticos,COMERCIAL Y SERVICIOS REISEN SPA,311000
1353712-38-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,DIAGONAL LIBROS LIMITADA,11991103
1196-56-SE25,2025-06-11,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Tarapaca,"Equipos, suministros y accesorios deportivos y recreativos",GRUPO SPORT TRADE SASUA SPA,2729100
1196-111-SE25,2025-06-11,6,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Tarapaca,Equipamiento y suministros médicos,ASIS SPA,230650
1353712-38-SE25,2025-06-11,6,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Nuble,Productos impresos y publicaciones,DIAGONAL LIBROS LIMITADA,11991103
1953-1126-SE25,2025-06-11,6,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Maquinaria para minería y perforación,COMERCIAL NEUMAVAL LIMITADA,20416026
5546-40-SE25,2025-06-11,6,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",ASTRAL TRANSPORTE PRIVADO DE PERSONAS S A,1520000
2568-2136-SE25,2025-06-11,6,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",CLAUDIO JOAQUIN DEL CARME CARRENO MANCILLA,17815320
